lang,sentiment,words
O Eng O Eng O Eng Hin Hin Hin Hin O Hin Hin Hin Hin Hin O Hin O Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,neutral,@ Aneeza96 @ QasimPasha15 @ jawadahmadone nahi aisa nahi hai . baat leader ki hoti hai . nawaz / zardari aaye hi lootne ki … https // t . co / Pjxu0hJZWu
O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Eng O Hin Hin O Hin Eng O Eng O Eng O Eng O Eng,positive,@ IamImranAshraf Really a Marvellous drama with a very beautiful acting of @ IamImranAshraf .. Masha Allah .. Allah a … https // t . co / 4MZggoyrS9
O Hin O Hin O Eng O Hin O Hin O Eng O Eng O Eng Eng Hin,neutral,@ maryamrudh @ Suriya _ offl @ selvaraghavan @ prabhu _ sr @ DreamWarriorpic @ sekartweets Super maa
O Hin O Hin Hin Eng Eng Eng Eng Eng Eng O O O Eng Hin Hin Eng O,positive,@ hamada _ najar Hello Mohamed An Algerian in United Kingdom 🇩🇿 🇬🇧 ! We love you Palestine 🇵🇸
O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng Eng O Eng,neutral,@ aajtak logon ko kam chor bana rahe hain ye log hamari mahnat ka paisa hai aise nahi udaya karte apne ghar k pai … https // t co / yD0w70nWp1
Hin Eng Eng Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin O Hin Eng Eng Eng Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,neutral,Ab election complete ho gye sarkar bhi ban gyi ... ab yogi ji or modi ji U . P me electricity or Paani ka dekh lo haala … https // t . co / aRuWXR35fc
O Eng Eng Hin Hin Hin Hin Hin Hin Hin O Hin Hin Eng O O Eng Eng,positive,@ SomPan007 Filhaal Twitter ke madhyam se bol dete hain ... Jai Shree Ram 🙏 @ MamataOfficial Didi
Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Hin O Hin,negative,Thakur bhai nalayak Rahul khan Gandhi uff pappu fail tha fail h or fail rahega Koi ishko pass karke dikhaye to jane … https // t co / sXUqL5NdjD
O Eng Eng Eng Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,positive,@ PMOIndia respected pm many many congratulations sir desh ki trakki ke liye Mera ek sujhaav hamaare desh m shaaml … https // t . co / pEQVyB1FXb
O Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Eng Eng,neutral,@ Einstonerrr Jitni tum lucifer ki batyn krchuky dekhna pry ga ab y bs
Hin Hin Hin Hin O Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,positive,Me Aaj Baarish aayegi . Hamid Auto driver Sir Aapki baat sach Hui to kal free mein station chhod doonga … https // t . co / bm8AtmiD9O
O Hin Hin Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O,positive,@ iamhamzaabbasi Miss you bahi that Mulvi Subhan Son Afzal who were hit sixs by challenge 💪😢😢
Eng O Eng O O O Eng Hin O Hin Hin Eng Eng Eng O Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin O Hin Hin Hin Hin O,negative,RT @ KingSRK _ 14 @ Akkikafan5 R @ ndi ka pilla self troller @ Akkikafan5 Ye dekh bh @ sdi ke SRK ne Tax bharke Teri bah @ n ka bh @ sda faad diya A …
Eng Eng Eng Eng Hin Hin Hin O O Hin O Eng O Eng O Hin O Hin,positive,Wishing you a very happy birthday akka . @ ipravallika 💝💝💝 https // t . co / Wv1kogpIQd
O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Eng Hin Hin Hin O Eng O Eng O Hin O Hin,negative,@ DesiStupides Teri ma ka sakinaka tujhe Bhadi chinta ho rahi aaj ab 2014 se pehle bhadve log bethe the tab tu dudh … https // t . co / NE5QxI2ArO
O Eng O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,neutral,@ Being _ Jagriti _ Ansoon tere nikle aur aankhein meri ho Dil tera dhadke aur dhadkane meri ho Khuda kre humaari dos … https // t . co / i5UuZD39UN
Eng Hin O Hin Hin Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng O Eng O Eng O Eng O Eng O Eng,positive,This is @ AseefaBZa brave girla great daughter of Sindh ' Dharti'daughter of Shaheed Muhtama Benazeer Bhutto . Shah … https // t . co / orMuVt58Xb
O Eng Eng Hin O Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin O Hin Hin Hin O,positive,@ HumorouslyVipul Thanks bhai .. Hum sab ghumi ghumi karte hue jaror full family ke sath aayege ... U rock bhai ...
O Hin O Hin Eng Eng Eng Eng Eng Eng Eng Hin Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng,neutral,@ ajao _ ayuba We apologize for that difficulty send us a DM let ’ s see the screenshot of the errors you got
O Eng O Eng O Eng Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin,positive,@ kumarakash1110 @ kurmiashish2256 @ Iyervval Ye ria congressi hai koi kal isne pakistan ki kisi ghatna ke liye modi ko blame kiya tha
O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Hin O Hin,negative,@ ashutosh83B Bhai aaj tak tune kishi bhi scam par avaj nahi uthai par modi ji k kam kale gungan par avaj uthata hai … https // t co / EfyUNrJRhO
O Hin O Hin O Eng O Eng O Hin O Hin Eng Eng Hin Eng Hin Hin Hin Hin Eng Eng O Hin Eng O Eng O Eng O Eng O Eng,neutral,@ rajanandbjp @ ANI @ RanaAyyub @ BDUTT @ kavita _ krishnan To BJP ki trah rally nikalen kya iski support main ? Jaise BJP … https // t . co / bR7mLkXjgS
O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng,positive,#कबीर_साहेब_प्राकट्य Sab Duniya Mein Khushi ki Lahore Kyunki Kabir Parmeshwar ji apni Leela Jagat Guru Rampal Ji Ma … https // t . co / bBWvN79LYM
Eng O Eng O Hin Hin Hin Eng Eng O Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Eng Eng Hin Hin O,neutral,RT @ riro _ harianto Terima kasih Bapak Presiden @ jokowi Terima kasih Bapak Menteri Desa @ EkoSandjojo Gaji TPP Kab Murung Raya Kalimantan T …
Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Eng Eng Eng Hin Hin Hin Hin Hin O Hin Hin Hin Hin Eng Hin Eng Eng O Eng O Eng O Hin O Hin,positive,Ajjj mujay andaza hua k ; Dill ko lgnaye walay ghumou m x xb x bra ghum Baiii ka h ..... Allah kbhi b kixi ko b uxk B … https // t . co / cLSEur2gmw
O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin O Eng O Eng O Hin O Hin,neutral,@ SanjayAzadSln Namooney Vanshavaad ka matlab ye nahi ki kisikey bachhon ko mauka naa miley ... Vanshavaad wo hota hai … https // t . co / sbKzAtNALa
Eng O Eng O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin O,neutral,RT @ PankajSonar784 @ sonamJain001 Jitni Bahutmat Se Chunav Jita He Uss hisab Se Toh Pure India Me Ek Tum Hi Intellectual ho baki Toh School …
Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng,positive,Desh Ke Pradhan Mantri Shri Narendra Modi ji Rajbhar Samaj ka bhi Udhar kariye unko bhi aarakshak Den Har Vibhag Me … https // t . co / wr5zSapjnx
O Eng Eng Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng O Eng,positive,@ betterpakistan Sir up ko Allah hamshe achi sihat de .... sir hum up k Liya our up hamre liya dogha Karree ..... Allah … https // t . co / oOOt16Tscu
Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Eng Eng O Eng O Eng O Eng,neutral,MY BANANA BREAD LOOKS SO GOOD GORDON RAMSEY MOVE OUT THE WAY https // t . co / LIh8o4Ziwi
O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng,negative,@ Ghummans Bikay hue Ghumman tum khud to Ghoomay huay ho hi aur Haram ki khud bhi khaatay ho aur apnay ghar waalon … https // t co / ZsZ6xSAL4W
O Eng Eng Eng Eng Eng O Eng Eng Eng Hin O Eng Eng Eng Eng Eng Eng Eng Hin Hin Eng O Eng O Eng O Eng O Eng,positive,@ ireniclester if i stan yes !! most overrated song imo — most underrated song imo the entirety of bhar fav al … https // t . co / clf2FS7qao
Eng O Hin O Eng O Eng Eng O Eng Hin Eng Eng Eng Eng O Hin O Eng Eng Eng Eng Eng Eng O Eng O Eng O Hin O Hin,positive,RT @ lalitha _ jr @ RanaAyyub Yes . We the INDIANS voted for this . Can ’ t describe how happy I am . https // t . co / 5hevYVertu
O Hin O Eng O Eng Eng Hin Hin Hin Hin Eng Hin Hin Hin Eng O,positive,@ mukeshrajput _ mp @ BJP4India Happy birthday lokpriya vidhyak manniya nagendra rathore vidhansbha chetra bhojpur ....
O Hin Eng Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Hin Hin,negative,@ sardanarohit Debate to hoti hi nahi hai Only one side matter or Halla Bol
O Eng O Hin O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin O Hin Hin,positive,@ rishibagree @ iPrabhakarSingP @ narendramodi Congratulations Good chance to see official oath take by hounerable pm sr @ narendramodi jiii
Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O O Hin Eng O Eng O Eng O Eng O Eng,positive,Hihihihi Bachpan mein sunete kiUjla kapra mein bhut aata hai Or ram ka naam lete hi baag jaata hai ... ..... ye to … https // t . co / fFVYocok8w
O Eng Eng Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin O EMT,neutral,@ republic Mardo se kya dushmani hai be ? Ab kya tere free ke chakkar me gender change karva le Ghunghruseth ? 😜
Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng,positive,Tum apni taraf aane wali takleefon ko apne gunahon ki saza mat samjhna mera Allah bohat mehrban hai Wo badle nahi l … https // t . co / uy2JiWL8E9
O Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Eng O Eng O Eng O Hin O Hin,negative,@ VinodDua7 This bigot is exposed n number of times but ye hai ki manta nahi apni beizzati karane se ..... sala dalal … https // t . co / uJOeYEEZvz
Hin O Hin O Eng O Eng O Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng O,negative,RT @ rahulkumarrmk @ Paytmcare @ sonurana26491 @ Paytmcare Ka product to fake hota duplicate hota hai SanDisk ke naam pe local market wala pro …
O Hin O Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,positive,@ sahibasafeena @ RubikaLiyaquat ek bhe poj bhai wala mahe hai sab chipka ker rakhy hai yeh bhai bahen ka pyar hai ..… https // t . co / KFTAtl7vF9
Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng,negative,Kutte k bache tu khud kuon nahi de deta ju tu ne hamare paise chori kiye hain tera pura khandan chor nikla https // t . co / k9JjLq53I9
O Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,negative,@ bsindia Ave gadho GDP slow nahi hue h desh bahut tezi se age bad rha h to GDP piche rah gyi h tum bhi nhi smjhoge … https // t . co / 9cTl5QhxPF
O Eng Eng Hin Hin Hin Hin O Eng Eng Hin Hin Hin Hin Hin Hin O,neutral,@ Shankar27273 Enko Italywali MAA ne Bataya ! Bade Dynasty se hota hai Karma Se Nahi .
Hin O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O,positive,RT @ ashokepandit Honoured to be a part of iconic history of India With all my heart I pray for a glorious safe future for India led by @…
O Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng,negative,@ MaryamNSharif Tere bap ki trha looted maal nahi hai os k pas chorni kahein ke 2 bar baghori ourt ka sapna hamri le … https // t . co / CRarc4XwND
O Hin Hin Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng O Hin Eng Hin Hin Hin Hin Hin O,positive,@ narendramodi Ur true inspiration of any generation .. Ur true leader nd great leader ... I salute u sirjee jai mata di ...
O Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin O Hin O Hin Hin Hin Eng O Eng Hin Hin O Eng O Eng O Hin O Hin,negative,@ erbmjha Na na Galat hai ... Tumne thik se Nahi suna .. kutte @ ArvindKejriwal aur handsome kanjar @ msisodia ne bol … https // t . co / f5ixljvEbd
Hin O Hin O Hin O Hin O Hin Eng Eng Eng Eng O Hin Hin O Hin Eng Eng Eng O Eng Eng Eng Eng Hin Eng Eng O,positive,RT @ aapkadharam @ SkFandharmendra @ im _ vikal This scene is from “ Naya Zamana “ a super hit film . With his blessings your Dharam has playe …
O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O O Eng O Eng Eng O Eng,neutral,@ NDRawatz itna badi ho gayi ho shaadi nahi hua tmhara koi chooa nai ? 😜😂😂 https // t co / wWgF4hp0Go
Hin Eng O Eng Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin O Eng O Eng O Eng O Eng,positive,Hi topper 😂 Of A5 girls on kota factory .@ KotaFactory such an awesome series for students to be inspired by jeetu bha … https // t . co / g4mTszQtKQ
Eng O Eng O Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin O Hin O,negative,RT @ Monika88283718 @ iamlakshmirai @ vinoovenketesh Hindu leaders R vulnerable to fake cases just because they protect INNOCENT Hindus . Same …
Hin O Eng O O O Eng Hin Hin Hin O Hin Hin Hin Eng Eng O Eng Eng O,positive,RT @ Reeshy _ 08 @ farrukhzx Yeahhh sunli bhaiya ❤❤❤ hamesha ki tarhn best creativity & voice too 😍😇💝
O Eng Eng Eng Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Hin O Eng,positive,@ BBCUrdu Pak will come back strongly in sha Allah Ye khel hae ise khel . he rehne dein bhaio koi ni haar jeet khel k … https // t . co / i4VtFbCMz3
O Hin O Hin O Hin Hin Hin Hin Hin Hin Eng Hin Eng Eng Eng Hin Hin O O O O,negative,@ SAMBIT _ PATRAg @ sardanarohit Modiji ne un rajyo me Congress ka zero balance account khulwaya hai . निर्धन योजना 🤣😂🤣😂😁
O Eng O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng Hin O Eng,negative,@ fahadhameedahm1 @ TarekFatah Kutto ki tarah bhonkne or bhikh mangne ke alawa tum logo ke pass kaam koi nhi baat toi … https // t co / YKHGOVfb1q
O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin O Hin O Eng O Eng O Eng O Eng,positive,@ AmitShah @ narendramodi Aapko aur Manya Pradhan Mantri Ji ko shapath grahan ki bahut bahut shubhkamnaye aur 2024 Ke … https // t . co / Er8MK93szx
Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin O Eng O Eng O Hin O Eng,positive,First roza . Always a proud moment for family and kids . A big congrats to nieces fabeha and fatema for their pehla r … https // t . co / j8TblVI1Of
O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng O Eng O Eng Eng O Eng,positive,@ AcharyaPramodk Jitni media ne bjp ke liye prachar ki hai utna to khud bjp ne bhi bjp ke liye nahi surgical strike … https // t co / I2TP6XZOvG
Eng O O Hin Hin Hin Hin Hin Hin Hin Hin O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Eng O Eng O Eng O Hin O Eng,positive,Exactly ... 😆😆😆 Hum toh loyal the apne shw ki taraf . We watched it on tv n gave trp till the very last episode . Jaat … https // t . co / MxllTyfzXM
O Hin O Eng O Eng O Eng O Hin Hin Eng,neutral,@ Neha _ cnbcawaaz @ IMDWeather @ CNBC _ Awaaz Nice information
O Hin O Hin Eng Eng Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin,neutral,@ Radhika _ Khera Media house ko full payment kare parwakta vejne ki jrurt nh padegi
O Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Eng O Eng O Eng O Eng O Eng,neutral,@ gujratsamachar Sambhaljo 52 sansad ne bjp paisa aapi ne nahi lai jay bjp atale paisa wali party loksabha ni chutn … https // t . co / POid4gof8b
Hin O Hin Hin Eng Eng Eng Eng Eng Eng O Eng Eng Hin Hin Eng Eng Eng Eng O Eng Hin O Hin,positive,RT @ leemiijoos lovelyz did an acoustic cover of bts ' boy with luv this sounds so heavenly https // t co / kTpxQ4yTwj
Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Eng Eng O Eng,neutral,Sab se purani party ki ek branch This is not even indira congress It is sonia congress nothing more https // t co / QvwK2zoBiu
O Eng O Eng O Eng Eng Hin Eng Eng O Eng Hin Hin Hin Hin Hin O Hin Hin Eng Eng Eng Eng O Eng O Eng O Hin O Hin,neutral,@ itz _ faiz @ PCsTinkerbell Priyankachopra Chopra ne movie 1 month pehle hi chod di thi . Bharat team ne news late anno … https // t . co / HMgcvpChOm
O Eng O Hin O Hin Hin Hin O Hin Hin Hin Hin Hin EMT Hin Hin Hin Hin Eng O Eng O Eng O Hin O Hin,positive,@ sadiayounas77 @ WaseemBadami @ iqrarulhassan Arayyy sweeto 🎀💕😘 Hamesha khush raho salamt raho 😍 Allah pak apko iss te … https // t . co / HyymiYviDB
O Eng Eng Eng O Hin Hin Hin Hin O Hin Eng Hin O Hin Hin Hin Eng O Eng Eng O Eng O Eng O Eng O Eng,positive,@ BeingSalmanKhan Congratulations sir .. Bharat ke liya nehi .. app or katrina ... swag se swagat song ..750 million ke … https // t . co / SP5PlVY635
O Hin O Eng O Eng O Eng O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,negative,@ BhowmikKausik @ Egghead _ Indian @ anuraag _ saxena BC jo pehley aukat dikhata hai usey usi k aukat pe aakar samjhana … https // t . co / 85ZVsF7JMm
O Eng O Eng Eng Hin Hin Eng Eng Eng Hin Hin Hin,negative,@ TimesNow @ Tamal0401 Saale Ko dalo jail non bail hon A chayiye
O Eng O Eng O O Eng O Eng Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin O Hin Eng Hin Hin Hin Eng O Eng O Eng O Eng O Eng,negative,@ Crank _ that _ @ maheshtibrewal @ venkatvignu Chutiya h bhosdi k .. Maa k lode apni kahe jaa rha h .. Teri seli h tu to m … https // t . co / 7zP5gd837P
O Eng O Eng O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin O Eng O Eng O Eng O Eng,negative,@ ravishndtv @ ndtvindia @ PrannoyRoyNDTV madarchod randi ka sulad suwar teri maa behan beti ko chode .... tumlg sudhrog … https // t . co / U35Zu1dh2v
Eng O Eng O Eng Eng Hin Hin Hin Hin Hin Eng Hin Eng Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,negative,RT @ itx __ Bilal Bc har koi molana bana hua idr fitwe de rha teri baji nai bhagyi smja '( https // t . co / yjAQMtq0PA
O Hin Hin Hin Hin O Eng Eng Eng Eng,neutral,@___ Tinka Yes shit I ’ m going through one
Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng,neutral,Tu bhi to tha yaad h @ AAPRajasthan ka time ya bhul gaya https // t . co / EUfbf8pxLv
O Hin O Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng,neutral,@ DesiStupides @ anjanaomkashyap Karanji Congress ka waqthaar media me nahi jayega tho ye anchor sawal kisko puchenge … https // t co / QbX62YBmse
O Hin Eng Eng Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng,neutral,@ NitishKumar Sir I am Bihari apes mera anurodh Ki aap bihar ki hit ko dekhate hue aap mantrimandal ke bhai bihar … https // t . co / BnJN3F0QnQ
Eng Eng Hin Hin Hin Hin Eng Eng O,negative,Biostatistic le dimag hang banyo I hate maths 🤯🤯
O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng Eng Hin,negative,@ lsQNjzqdR7j4icG Mulle q apni izzat ka halala karva rha he katve .... Fake news felake
O Eng O Eng O Eng O Eng O Hin Hin Hin,positive,@ Anonymo51806710 @ c _ ontrarian @ Ibne _ Sena Khair Mubarak
Eng Eng Eng Eng Hin Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin O Hin O Hin,negative,Opposition parties are right now aao Khao and abuse EC and evm Since results they also know # AayegaTohModiHi # IndiaWithEC
O Eng O Hin Hin O Eng Eng Eng Hin,neutral,@ Zibele _ M Haaaayyii . I truly hope soo
Eng O Eng O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O,positive,RT @ 1s8006067194 # WorldNoTobaccoDay Sant rampal ji ke shishy nashili cheez ko hath kyo nahi lagate ye janane ke liye jarur dekhe sadhna t …
O Eng Eng O Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Eng,positive,@ ak22400011 Anand - Yeh tohfa pyar se diya hai - tumhare apnon ne nahin Khood tum ne Just lost in thin air
O Hin Hin Eng Eng Eng Hin Hin Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin,positive,@ AmitShahOffice All the best dear Amit Jee Never forget to take care of your and Modi Jee's health May God be with you always Pranam
O Eng Eng Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Hin O Hin,positive,@ PMOIndia Hum apko phir se passe bahut khush hain . Main Assam se hi . Ehan ki Janta ki ur se aapko Hardik badhai deti … https // t . co / jdksRcKUsH
Hin Hin Hin Hin O O Hin Hin O Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Eng EMT Eng O Eng O Eng O Eng,neutral,Baaji baat ko samjhain ! 1000 see Kam 1 rupiya bhi nahi hoo sakta inty ki tou khareed nahi Hy 😫 https // t . co / pUW3xwRt7J
Eng Eng Eng Eng Eng Hin Hin Eng Eng Eng Eng Eng Eng Eng Hin Hin O Eng Eng Hin Hin O Eng Eng O Eng O Eng O Hin O Eng,positive,Belated may u live long sir Bharat needs u salute to ur bravery and desh seva . A very happy birthday . GD sahab . https // t . co / 1ZM7DHhiDL
O Eng Eng Hin Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng,positive,@ Santosh66067827 Yaa afcose jitega bro becoese india is the best teem of the world
Eng Eng Eng Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin O Hin Hin O Hin Hin Hin Hin Hin O,neutral,Sree lankanewzland me jo danga hua he wo indian police ne kiya he . jadu se . mere paas sabut nehi he .
Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Hin Hin Eng Eng Eng Eng O Eng O Eng O Eng O Eng,positive,Modi ji ke jeet ke liye sub ko bahut bahut subhkamnaye India win with Narendra damodar das Modi Ready to develo … https // t . co / 5Nm2Vdw3hq
Eng Eng Eng Eng Eng Eng Hin Hin Hin Hin Hin Eng Eng O Eng Hin O Hin,positive,This a whole republic eseng team ya bolo ee formilweng ke Rraagwe https // t co / nl3qYBusEN
Eng O Eng O Eng O Eng O Hin Hin Hin Hin Eng Eng Hin EMT,neutral,RT @ Syeda _ Rizvi78 @ Tweetty _ tweetty ye baat aese he happy raho 😍
O Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Eng O Eng O Eng Hin O Hin,negative,@ ANI Sunny deol Hans raaj Hans Ravi kishen jaise log Mp ban Gaye wah modi ji wah Kya development hai kher sahab … https // t co / CnqXZTlYAN
